brand,name,old_price,new_price,store
Danby,Danby DFF101B1WDB 24 Top Freezer Refrigerator 10.1 cu. ft. Total in White,1077.99,769.99,Appliances Connection
Samsung,Samsung RF24R7201SR 23 cu. ft. 4-Door French Door Refrigerator - Stainless Steel,,3299.99,Sears
Samsung,Samsung RS22T5201SR/AA 22cu.ft. Counter Depth Side By Side Refrigerator - Stainless Steel,,1777.99,Sears
Samsung,Samsung RT21M6215SG/AA 21 cu. ft. Top-Freezer Refrigerator with FlexZone&#8482; - Black Stainless Steel,,1349.99,Sears
GE Appliances,"GE Appliances GTE18DTNRBB 28"" 17.5 cu.ft. Black Top Freezer Refrigerator",,879.99,Sears
GE Appliances,"GE Appliances GTE17DTNRBB 28"" 16.6 cu.ft. Black Top Freezer Refrigerator",799.99,719.96,Sears
Haier,Haier HA10TG21SW 9.8 Cu. Ft. Top Freezer Refrigerator,,679.99,Sears
Cooler Depot,Cooler Depot 21.5 Cu.Ft NSF Bakery Refrigerated Display Case,,4500.00,Cooler Depot
AccuCold,"AccuCold 10.1 cu.ft. commercial all-refrigerator with stainless steel interior and exterior, digital thermostat, lock, and automatic de",,4423.44,Vir Ventures
Cooler Depot,Cooler Depot 53 in. W 45 cu. ft. Two Sliding Glass Door Reach In Merchandiser Commercial Refrigerator in White,,3500.00,Cooler Depot
AccuCold,"AccuCold Summit Appliance Acr1415Rh Accucold 24 Wide Pharmaceutical All-Refrigerator With Right Hand Door Swing, Glass Door, Lock, Digita",5055.82,3033.49,Ami Ventures Inc
U-line,"U-line U-ADA24RS-13B 24"""" Energy Star Rated ADA Series Built-In Solid Door Compact Refrigerator with 5.3 cu. ft. Capacity  Convection C",4213.99,3009.99,Appliances Connection
Cooler Depot,Cooler Depot 29 in. W 23 cu. ft. Single Glass Door Commercial Merchandiser Refrigerator in Stainless Steel,,2800.00,Cooler Depot
LG,LG LRFXS2503D 25 cu. ft. Smart Wi-Fi Enabled French Door Refrigerator,,2668.71,Tanner Appliance
Summit Commercial,Summit Commercial Built-in undercounter commercial refrigerator with SS interior and door,2634.17,1756.11,Vir Ventures
Cooler Depot,Cooler Depot LG 48 in. W 35.3 cu. ft. Swing Glass Door Reach-In Merchandiser in White,,2500.00,Cooler Depot
AccuCold,"AccuCold Commercially listed built-in undercounter all-refrigerator for general purpose use, auto defrost w/lock, SS wrapped door, hori",2432.94,1621.96,Vir Ventures
Cooler Depot,Cooler Depot 8.3 Cu.Ft NSF Merchandiser Bakery Case 68 Inch Refrigerator Display,,2300.00,Cooler Depot
